1	0.66683133
2	0.204494941
3	24.3097066
4	5.594714859
5	3.03778717
6	1.63003214
7	1.101012618
8	0.89503583
9	0.557174622
10	0.397135103
11	24.09483872
12	10.62484586
13	8.342800862
14	5.438379958
15	3.660163078
16	2.904420904
17	2.178315678
18	1.644850614
19	42.84020833
20	23.7095584
21	17.7821688
22	14.67028926
23	12.44751816
24	11.55840972
25	9.33563862
26	8.44653018
27	7.55742174
28	6.81649804
29	7.918992506
30	5.808841808
31	8.135342226
32	6.07557434
33	4.312175934
34	3.912077136
35	3.245245806
36	2.489503632
37	47.21165816
38	29.48876326
39	22.67226522
40	17.93035354
41	15.70758244
42	12.74388764
43	11.41022498
44	9.6320081
45	8.59471492
46	4.74191168
47	7.735243428
48	6.860953462
49	9.661645048
50	7.70560648
51	6.6683133
52	5.48283538
53	5.201284374
54	4.009879064
55	59.25907753
56	38.85403883
57	31.1187954
58	29.636948
59	28.1551006
60	31.41516488
61	30.08150222
62	28.74783956
63	27.71054638
64	23.56137366
65	25.48777528
66	24.4504821
67	23.56137366
68	22.67226522
69	21.78315678
70	21.04223308
71	21.93134152
72	16.15213666
73	13.04025712
74	11.1138555
75	9.6320081
76	8.44653018
77	7.55742174
78	6.52012856
79	5.201284374
80	5.097555056
81	10.3729318
82	6.81649804
83	7.409237
84	6.81649804
85	6.757224144
86	4.916769673
87	47.09311037
88	36.48308299
89	32.15608858
90	32.15608858
91	25.33959054
92	22.6278098
	
