29	0.0771	0.7951	0.1278	0	0	0	0	0	0	0	25.326	3.3928	1.1426	0	0	0	0	0	0	0
30	0.04	0.759	0.201	0	0	0	0	0	0	0	40.343	3.9465	1.2759	0	0	0	0	0	0	0
31	0.1083	0.7489	0.1428	0	0	0	0	0	0	0	20.192	3.4733	1.0064	0	0	0	0	0	0	0
32	0.061	0.7157	0.2233	0	0	0	0	0	0	0	29.2	4.1252	1.1845	0	0	0	0	0	0	0
33	0.0212	0.6709	0.3079	0	0	0	0	0	0	0	62.487	4.9502	1.3582	0	0	0	0	0	0	0
34	0.4836	0.5164	0	0	0	0	0	0	0	0	8.7824	1.6967	0	0	0	0	0	0	0	0
35	0.4504	0.5496	0	0	0	0	0	0	0	0	9.3348	1.79	0	0	0	0	0	0	0	0
36	0.419	0.581	0	0	0	0	0	0	0	0	9.9142	1.8835	0	0	0	0	0	0	0	0
37	0.1734	0.7253	0.1013	0	0	0	0	0	0	0	17.166	3.1103	0.7177	0	0	0	0	0	0	0
38	0.0336	0.7816	0.1848	0	0	0	0	0	0	0	55.208	4.2842	0.8578	0	0	0	0	0	0	0
39	0.0689	0.7202	0.2109	0	0	0	0	0	0	0	31.366	4.2412	0.9472	0	0	0	0	0	0	0
40	0.1176	0.6581	0.2243	0	0	0	0	0	0	0	22.054	4.0325	1.0181	0	0	0	0	0	0	0
41	0.2257	0.5821	0.1922	0	0	0	0	0	0	0	14.24	2.9702	1.017	0	0	0	0	0	0	0
42	0.2693	0.5763	0.1544	0	0	0	0	0	0	0	14.044	2.8611	1.0591	0	0	0	0	0	0	0
43	0.2201	0.5618	0.2181	0	0	0	0	0	0	0	15.918	3.3672	1.1548	0	0	0	0	0	0	0
44	0.2751	0.5943	0.1306	0	0	0	0	0	0	0	14.314	2.737	1.1092	0	0	0	0	0	0	0
45	0.2711	0.6119	0.117	0	0	0	0	0	0	0	14.654	2.7183	1.1234	0	0	0	0	0	0	0
46	0.2784	0.6067	0.1149	0	0	0	0	0	0	0	14.645	2.6155	1.4318	0	0	0	0	0	0	0
47	0.2562	0.6505	0.0933	0	0	0	0	0	0	0	15.588	2.7412	1.1408	0	0	0	0	0	0	0
48	0.2271	0.6155	0.1574	0	0	0	0	0	0	0	16.914	3.0841	1.2619	0	0	0	0	0	0	0
49	0.2492	0.644	0.1068	0	0	0	0	0	0	0	16.155	2.8819	0.9942	0	0	0	0	0	0	0
50	0.2153	0.6115	0.1732	0	0	0	0	0	0	0	17.793	3.2937	1.1478	0	0	0	0	0	0	0
51	0.1806	0.5767	0.2427	0	0	0	0	0	0	0	19.875	3.8092	1.2829	0	0	0	0	0	0	0
52	0.1308	0.5504	0.3188	0	0	0	0	0	0	0	24.154	4.6119	1.4195	0	0	0	0	0	0	0
53	0.0588	0.5482	0.393	0	0	0	0	0	0	0	39.996	5.9132	1.5471	0	0	0	0	0	0	0
54	0.4451	0.5549	0	0	0	0	0	0	0	0	11.805	1.7967	0	0	0	0	0	0	0	0
55	0.2708	0.6524	0.0768	0	0	0	0	0	0	0	16.591	2.6964	0.6814	0	0	0	0	0	0	0
56	0.1728	0.6845	0.1427	0	0	0	0	0	0	0	22.397	3.4595	0.8073	0	0	0	0	0	0	0
57	0.1947	0.6384	0.1669	0	0	0	0	0	0	0	20.764	3.4657	0.8911	0	0	0	0	0	0	0
58	0.1913	0.6467	0.162	0	0	0	0	0	0	0	21.235	3.4819	0.9011	0	0	0	0	0	0	0
59	0.1868	0.6558	0.1574	0	0	0	0	0	0	0	21.803	3.5098	0.9106	0	0	0	0	0	0	0
60	0.1665	0.7057	0.1278	0	0	0	0	0	0	0	23.949	3.5199	0.8486	0	0	0	0	0	0	0
61	0.1624	0.7133	0.1243	0	0	0	0	0	0	0	24.598	3.556	0.8569	0	0	0	0	0	0	0
62	0.158	0.721	0.121	0	0	0	0	0	0	0	25.297	3.5963	0.865	0	0	0	0	0	0	0
63	0.1538	0.7284	0.1178	0	0	0	0	0	0	0	26.017	3.6383	0.8731	0	0	0	0	0	0	0
64	0.1587	0.7024	0.1389	0	0	0	0	0	0	0	25.497	3.7364	0.955	0	0	0	0	0	0	0
65	0.1453	0.7426	0.1121	0	0	0	0	0	0	0	27.547	3.7288	0.889	0	0	0	0	0	0	0
66	0.1413	0.7494	0.1093	0	0	0	0	0	0	0	28.346	3.7763	0.8969	0	0	0	0	0	0	0
67	0.1374	0.7558	0.1068	0	0	0	0	0	0	0	29.16	3.8244	0.9048	0	0	0	0	0	0	0
68	0.1336	0.7619	0.1045	0	0	0	0	0	0	0	29.99	3.8734	0.9128	0	0	0	0	0	0	0
69	0.1299	0.768	0.1021	0	0	0	0	0	0	0	30.835	3.9233	0.9203	0	0	0	0	0	0	0
70	0.1267	0.7734	0.0999	0	0	0	0	0	0	0	31.681	3.9727	0.9288	0	0	0	0	0	0	0
71	0.1288	0.7528	0.1184	0	0	0	0	0	0	0	31.353	4.0904	1.0072	0	0	0	0	0	0	0
72	0.1303	0.7324	0.1373	0	0	0	0	0	0	0	31.217	4.2049	1.0946	0	0	0	0	0	0	0
73	0.1384	0.7096	0.152	0	0	0	0	0	0	0	30.077	4.2492	1.1697	0	0	0	0	0	0	0
74	0.15	0.6871	0.1629	0	0	0	0	0	0	0	28.63	4.2426	1.234	0	0	0	0	0	0	0
75	0.1608	0.6659	0.1733	0	0	0	0	0	0	0	27.568	4.2341	1.297	0	0	0	0	0	0	0
76	0.1722	0.6468	0.181	0	0	0	0	0	0	0	26.586	4.1999	1.3535	0	0	0	0	0	0	0
77	0.1834	0.6306	0.186	0	0	0	0	0	0	0	25.734	4.1462	1.4037	0	0	0	0	0	0	0
78	0.223	0.6176	0.1594	0	0	0	0	0	0	0	22.994	3.7346	1.4428	0	0	0	0	0	0	0
79	0.2289	0.6114	0.1597	0	0	0	0	0	0	0	22.864	3.6914	1.4886	0	0	0	0	0	0	0
80	0.2098	0.6004	0.1898	0	0	0	0	0	0	0	24.408	3.9643	1.5343	0	0	0	0	0	0	0
81	0.2708	0.6428	0.0864	0	0	0	0	0	0	0	20.941	3.2456	1.1121	0	0	0	0	0	0	0
82	0.238	0.6308	0.1312	0	0	0	0	0	0	0	22.987	3.6217	1.2373	0	0	0	0	0	0	0
83	0.2288	0.622	0.1492	0	0	0	0	0	0	0	23.792	3.7796	1.2534	0	0	0	0	0	0	0
84	0.1941	0.6105	0.1954	0	0	0	0	0	0	0	26.695	4.2582	1.3577	0	0	0	0	0	0	0
85	0.15	0.6031	0.2469	0	0	0	0	0	0	0	31.84	4.9285	1.4683	0	0	0	0	0	0	0
86	0.0955	0.606	0.2985	0	0	0	0	0	0	0	43.489	5.852	1.5736	0	0	0	0	0	0	0
87	0.3192	0.6233	0.0575	0	0	0	0	0	0	0	20.015	2.9091	0.7207	0	0	0	0	0	0	0
88	0.2404	0.6567	0.1029	0	0	0	0	0	0	0	24.501	3.5524	0.8376	0	0	0	0	0	0	0
89	0.2266	0.6422	0.1312	0	0	0	0	0	0	0	25.684	3.7922	0.9335	0	0	0	0	0	0	0
90	0.2176	0.624	0.1584	0	0	0	0	0	0	0	26.554	4.0044	1.0238	0	0	0	0	0	0	0
91	0.2413	0.6304	0.1283	0	0	0	0	0	0	0	25.193	3.678	0.9699	0	0	0	0	0	0	0
92	0.2448	0.6298	0.1254	0	0	0	0	0	0	0	25.252	3.6397	0.9825	0	0	0	0	0	0	0
